time,period,step,zone,storage_in,constant_head_in,wells_in,river_leakage_in,head_dep_bounds_in,recharge_in,other_zones_in,total_in,storage_out,constant_head_out,wells_out,river_leakage_out,head_dep_bounds_out,recharge_out,other_zones_out,total_out,,,in_out,precent_error,from_z1,from_z2,from_z3,from_z4,from_z5,from_z6,from_z7,     to_z1,     to_z2,     to_z3,     to_z4,     to_z5,     to_z6,     to_z7
5.70,7,7,1,1.00E+00,0.00E+00,0.00E+00,2.41E+05,0.00E+00,0.00E+00,1.06E+05,3.47E+05,1.09E+04,0.00E+00,2.05E+05,1.97E+03,0.00E+00,0.00E+00,1.29E+05,3.47E+05,1.17,,-7.30E+01,-2.10E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.06E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.29E+05
5.80,7,8,1,1.00E+00,0.00E+00,0.00E+00,2.40E+05,0.00E+00,0.00E+00,1.06E+05,3.45E+05,9.85E+03,0.00E+00,2.05E+05,1.97E+03,0.00E+00,0.00E+00,1.29E+05,3.45E+05,1.17,,-7.18E+01,-2.08E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.06E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.29E+05
5.90,7,9,1,1.00E+00,0.00E+00,0.00E+00,2.39E+05,0.00E+00,0.00E+00,1.05E+05,3.44E+05,8.94E+03,0.00E+00,2.05E+05,1.98E+03,0.00E+00,0.00E+00,1.28E+05,3.44E+05,1.16,,-8.52E+01,-2.47E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.05E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.28E+05
6.00,7,10,1,8.75E-01,0.00E+00,0.00E+00,2.38E+05,0.00E+00,0.00E+00,1.05E+05,3.43E+05,8.15E+03,0.00E+00,2.05E+05,1.98E+03,0.00E+00,0.00E+00,1.28E+05,3.43E+05,1.16,,-8.27E+01,-2.41E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.05E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.28E+05
6.10,8,1,1,8.75E-01,0.00E+00,0.00E+00,2.35E+05,0.00E+00,0.00E+00,1.01E+05,3.36E+05,1.96E+04,0.00E+00,1.87E+05,1.99E+03,0.00E+00,0.00E+00,1.27E+05,3.36E+05,1.26,,-8.14E+01,-2.42E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.01E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.27E+05
6.20,8,2,1,8.75E-01,0.00E+00,0.00E+00,2.33E+05,0.00E+00,0.00E+00,9.97E+04,3.33E+05,1.72E+04,0.00E+00,1.87E+05,1.99E+03,0.00E+00,0.00E+00,1.27E+05,3.33E+05,1.25,,-8.02E+01,-2.41E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.97E+04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.27E+05
6.30,8,3,1,1.13E+00,0.00E+00,0.00E+00,2.32E+05,0.00E+00,0.00E+00,9.86E+04,3.31E+05,1.53E+04,0.00E+00,1.87E+05,1.99E+03,0.00E+00,0.00E+00,1.26E+05,3.31E+05,1.24,,-8.45E+01,-2.55E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.86E+04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.26E+05
6.40,8,4,1,1.00E+00,0.00E+00,0.00E+00,2.31E+05,0.00E+00,0.00E+00,9.77E+04,3.28E+05,1.36E+04,0.00E+00,1.87E+05,2.00E+03,0.00E+00,0.00E+00,1.26E+05,3.28E+05,1.23,,-8.58E+01,-2.61E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.77E+04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.26E+05
6.50,8,5,1,1.38E+00,0.00E+00,0.00E+00,2.29E+05,0.00E+00,0.00E+00,9.70E+04,3.27E+05,1.22E+04,0.00E+00,1.87E+05,2.00E+03,0.00E+00,0.00E+00,1.25E+05,3.27E+05,1.23,,-8.14E+01,-2.49E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.70E+04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.25E+05
6.60,8,6,1,8.75E-01,0.00E+00,0.00E+00,2.28E+05,0.00E+00,0.00E+00,9.64E+04,3.25E+05,1.11E+04,0.00E+00,1.87E+05,2.01E+03,0.00E+00,0.00E+00,1.25E+05,3.25E+05,1.22,,-7.92E+01,-2.44E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.64E+04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.25E+05
6.70,8,7,1,1.38E+00,0.00E+00,0.00E+00,2.28E+05,0.00E+00,0.00E+00,9.59E+04,3.23E+05,1.01E+04,0.00E+00,1.87E+05,2.01E+03,0.00E+00,0.00E+00,1.24E+05,3.24E+05,1.22,,-7.85E+01,-2.43E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.59E+04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.24E+05
6.80,8,8,1,1.38E+00,0.00E+00,0.00E+00,2.27E+05,0.00E+00,0.00E+00,9.55E+04,3.22E+05,9.25E+03,0.00E+00,1.87E+05,2.01E+03,0.00E+00,0.00E+00,1.24E+05,3.22E+05,1.21,,-7.82E+01,-2.43E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.55E+04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.24E+05
6.90,8,9,1,1.38E+00,0.00E+00,0.00E+00,2.26E+05,0.00E+00,0.00E+00,9.52E+04,3.21E+05,8.52E+03,0.00E+00,1.87E+05,2.01E+03,0.00E+00,0.00E+00,1.23E+05,3.21E+05,1.21,,-7.69E+01,-2.40E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.52E+04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.23E+05
7.00,8,10,1,1.25E+00,0.00E+00,0.00E+00,2.25E+05,0.00E+00,0.00E+00,9.49E+04,3.20E+05,7.87E+03,0.00E+00,1.87E+05,2.02E+03,0.00E+00,0.00E+00,1.23E+05,3.20E+05,1.20,,-7.50E+01,-2.34E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.49E+04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.23E+05
7.10,9,1,1,2.01E+04,0.00E+00,0.00E+00,2.30E+05,0.00E+00,0.00E+00,1.02E+05,3.53E+05,1.50E+00,0.00E+00,2.27E+05,2.01E+03,0.00E+00,0.00E+00,1.23E+05,3.53E+05,1.01,,-8.75E+01,-2.48E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.02E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.23E+05
7.20,9,2,1,1.65E+04,0.00E+00,0.00E+00,2.32E+05,0.00E+00,0.00E+00,1.05E+05,3.53E+05,1.00E+00,0.00E+00,2.27E+05,2.01E+03,0.00E+00,0.00E+00,1.24E+05,3.53E+05,1.02,,-9.35E+01,-2.65E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.05E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.24E+05
7.30,9,3,1,1.36E+04,0.00E+00,0.00E+00,2.33E+05,0.00E+00,0.00E+00,1.07E+05,3.53E+05,8.75E-01,0.00E+00,2.27E+05,2.00E+03,0.00E+00,0.00E+00,1.24E+05,3.53E+05,1.02,,-9.48E+01,-2.68E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.07E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.24E+05
7.40,9,4,1,1.14E+04,0.00E+00,0.00E+00,2.34E+05,0.00E+00,0.00E+00,1.08E+05,3.53E+05,5.00E-01,0.00E+00,2.27E+05,2.00E+03,0.00E+00,0.00E+00,1.24E+05,3.54E+05,1.03,,-9.16E+01,-2.59E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.08E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.24E+05
7.50,9,5,1,9.53E+03,0.00E+00,0.00E+00,2.35E+05,0.00E+00,0.00E+00,1.09E+05,3.54E+05,1.00E+00,0.00E+00,2.27E+05,2.00E+03,0.00E+00,0.00E+00,1.25E+05,3.54E+05,1.03,,-1.00E+02,-2.83E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.09E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.25E+05
7.60,9,6,1,8.06E+03,0.00E+00,0.00E+00,2.36E+05,0.00E+00,0.00E+00,1.10E+05,3.54E+05,8.75E-01,0.00E+00,2.27E+05,1.99E+03,0.00E+00,0.00E+00,1.25E+05,3.54E+05,1.04,,-1.01E+02,-2.85E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.25E+05
7.70,9,7,1,6.87E+03,0.00E+00,0.00E+00,2.37E+05,0.00E+00,0.00E+00,1.11E+05,3.54E+05,1.13E+00,0.00E+00,2.27E+05,1.99E+03,0.00E+00,0.00E+00,1.25E+05,3.54E+05,1.04,,-8.03E+01,-2.27E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.11E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.25E+05
7.80,9,8,1,5.88E+03,0.00E+00,0.00E+00,2.37E+05,0.00E+00,0.00E+00,1.11E+05,3.54E+05,1.13E+00,0.00E+00,2.27E+05,1.99E+03,0.00E+00,0.00E+00,1.25E+05,3.55E+05,1.04,,-8.40E+01,-2.37E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.11E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.25E+05
7.90,9,9,1,5.07E+03,0.00E+00,0.00E+00,2.38E+05,0.00E+00,0.00E+00,1.12E+05,3.55E+05,1.00E+00,0.00E+00,2.27E+05,1.99E+03,0.00E+00,0.00E+00,1.26E+05,3.55E+05,1.05,,-8.22E+01,-2.32E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.12E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.26E+05
8.00,9,10,1,4.38E+03,0.00E+00,0.00E+00,2.38E+05,0.00E+00,0.00E+00,1.12E+05,3.55E+05,1.38E+00,0.00E+00,2.27E+05,1.99E+03,0.00E+00,0.00E+00,1.26E+05,3.55E+05,1.05,,-8.56E+01,-2.41E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.12E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.26E+05
8.10,10,1,1,1.05E+02,0.00E+00,0.00E+00,2.37E+05,0.00E+00,0.00E+00,1.11E+05,3.48E+05,2.37E+03,0.00E+00,2.18E+05,1.99E+03,0.00E+00,0.00E+00,1.26E+05,3.48E+05,1.09,,-8.47E+01,-2.43E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.11E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.26E+05
8.20,10,2,1,2.11E+01,0.00E+00,0.00E+00,2.37E+05,0.00E+00,0.00E+00,1.11E+05,3.48E+05,1.87E+03,0.00E+00,2.18E+05,1.99E+03,0.00E+00,0.00E+00,1.26E+05,3.48E+05,1.09,,-8.69E+01,-2.50E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.11E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.26E+05
8.30,10,3,1,5.63E+00,0.00E+00,0.00E+00,2.37E+05,0.00E+00,0.00E+00,1.10E+05,3.47E+05,1.53E+03,0.00E+00,2.18E+05,1.98E+03,0.00E+00,0.00E+00,1.25E+05,3.47E+05,1.09,,-8.66E+01,-2.49E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.25E+05
8.40,10,4,1,3.88E+00,0.00E+00,0.00E+00,2.37E+05,0.00E+00,0.00E+00,1.10E+05,3.47E+05,1.29E+03,0.00E+00,2.18E+05,1.99E+03,0.00E+00,0.00E+00,1.25E+05,3.47E+05,1.08,,-8.88E+01,-2.56E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.25E+05
8.50,10,5,1,3.50E+00,0.00E+00,0.00E+00,2.37E+05,0.00E+00,0.00E+00,1.10E+05,3.47E+05,1.11E+03,0.00E+00,2.18E+05,1.99E+03,0.00E+00,0.00E+00,1.25E+05,3.47E+05,1.08,,-8.85E+01,-2.55E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.25E+05
8.60,10,6,1,2.75E+00,0.00E+00,0.00E+00,2.37E+05,0.00E+00,0.00E+00,1.10E+05,3.47E+05,9.74E+02,0.00E+00,2.18E+05,1.99E+03,0.00E+00,0.00E+00,1.25E+05,3.47E+05,1.08,,-9.02E+01,-2.60E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.25E+05
8.70,10,7,1,3.75E+00,0.00E+00,0.00E+00,2.36E+05,0.00E+00,0.00E+00,1.10E+05,3.46E+05,8.64E+02,0.00E+00,2.18E+05,1.99E+03,0.00E+00,0.00E+00,1.25E+05,3.46E+05,1.08,,-8.29E+01,-2.39E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.25E+05
8.80,10,8,1,3.88E+00,0.00E+00,0.00E+00,2.36E+05,0.00E+00,0.00E+00,1.10E+05,3.46E+05,7.88E+02,0.00E+00,2.18E+05,1.99E+03,0.00E+00,0.00E+00,1.25E+05,3.46E+05,1.08,,-8.44E+01,-2.44E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.25E+05
8.90,10,9,1,3.25E+00,0.00E+00,0.00E+00,2.36E+05,0.00E+00,0.00E+00,1.10E+05,3.46E+05,7.29E+02,0.00E+00,2.18E+05,1.99E+03,0.00E+00,0.00E+00,1.25E+05,3.46E+05,1.08,,-8.57E+01,-2.48E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.25E+05
9.00,10,10,1,4.13E+00,0.00E+00,0.00E+00,2.36E+05,0.00E+00,0.00E+00,1.10E+05,3.46E+05,6.86E+02,0.00E+00,2.18E+05,1.99E+03,0.00E+00,0.00E+00,1.25E+05,3.46E+05,1.08,,-8.90E+01,-2.57E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.25E+05
9.10,11,1,1,3.28E+04,0.00E+00,0.00E+00,2.43E+05,0.00E+00,0.00E+00,1.20E+05,3.96E+05,1.00E+00,0.00E+00,2.67E+05,1.98E+03,0.00E+00,0.00E+00,1.27E+05,3.96E+05,0.91,,-8.55E+01,-2.16E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.20E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.27E+05
9.20,11,2,1,2.78E+04,0.00E+00,0.00E+00,2.45E+05,0.00E+00,0.00E+00,1.24E+05,3.97E+05,7.50E-01,0.00E+00,2.67E+05,1.97E+03,0.00E+00,0.00E+00,1.28E+05,3.97E+05,0.92,,-9.13E+01,-2.30E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.24E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.28E+05
9.30,11,3,1,2.38E+04,0.00E+00,0.00E+00,2.48E+05,0.00E+00,0.00E+00,1.26E+05,3.98E+05,3.75E-01,0.00E+00,2.67E+05,1.96E+03,0.00E+00,0.00E+00,1.29E+05,3.98E+05,0.93,,-6.97E+01,-1.75E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.26E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.29E+05
9.40,11,4,1,2.06E+04,0.00E+00,0.00E+00,2.50E+05,0.00E+00,0.00E+00,1.28E+05,3.99E+05,7.50E-01,0.00E+00,2.67E+05,1.96E+03,0.00E+00,0.00E+00,1.29E+05,3.99E+05,0.93,,-7.38E+01,-1.85E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.28E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.29E+05
9.50,11,5,1,1.80E+04,0.00E+00,0.00E+00,2.52E+05,0.00E+00,0.00E+00,1.30E+05,3.99E+05,6.25E-01,0.00E+00,2.67E+05,1.95E+03,0.00E+00,0.00E+00,1.30E+05,3.99E+05,0.94,,-5.71E+01,-1.43E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.30E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.30E+05
9.60,11,6,1,1.58E+04,0.00E+00,0.00E+00,2.53E+05,0.00E+00,0.00E+00,1.31E+05,4.00E+05,5.00E-01,0.00E+00,2.67E+05,1.95E+03,0.00E+00,0.00E+00,1.31E+05,4.00E+05,0.95,,-6.32E+01,-1.58E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.31E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.31E+05
9.70,11,7,1,1.40E+04,0.00E+00,0.00E+00,2.54E+05,0.00E+00,0.00E+00,1.32E+05,4.01E+05,5.00E-01,0.00E+00,2.67E+05,1.94E+03,0.00E+00,0.00E+00,1.31E+05,4.01E+05,0.95,,-5.66E+01,-1.41E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.32E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.31E+05
9.80,11,8,1,1.25E+04,0.00E+00,0.00E+00,2.56E+05,0.00E+00,0.00E+00,1.33E+05,4.01E+05,5.00E-01,0.00E+00,2.67E+05,1.94E+03,0.00E+00,0.00E+00,1.32E+05,4.01E+05,0.96,,-5.12E+01,-1.28E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.33E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.32E+05
9.90,11,9,1,1.12E+04,0.00E+00,0.00E+00,2.57E+05,0.00E+00,0.00E+00,1.34E+05,4.02E+05,5.00E-01,0.00E+00,2.67E+05,1.93E+03,0.00E+00,0.00E+00,1.32E+05,4.02E+05,0.96,,-5.42E+01,-1.35E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.34E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.32E+05
10.00,11,10,1,1.01E+04,0.00E+00,0.00E+00,2.58E+05,0.00E+00,0.00E+00,1.34E+05,4.02E+05,2.50E-01,0.00E+00,2.67E+05,1.93E+03,0.00E+00,0.00E+00,1.33E+05,4.02E+05,0.96,,-5.28E+01,-1.31E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.34E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.33E+05
10.10,12,1,1,3.35E+04,0.00E+00,0.00E+00,2.63E+05,0.00E+00,0.00E+00,1.43E+05,4.40E+05,3.75E-01,0.00E+00,3.03E+05,1.92E+03,0.00E+00,0.00E+00,1.35E+05,4.40E+05,0.87,,-5.61E+01,-1.28E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.43E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.35E+05
10.20,12,2,1,2.90E+04,0.00E+00,0.00E+00,2.66E+05,0.00E+00,0.00E+00,1.46E+05,4.41E+05,6.25E-01,0.00E+00,3.03E+05,1.91E+03,0.00E+00,0.00E+00,1.36E+05,4.41E+05,0.88,,-6.08E+01,-1.38E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.46E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.36E+05
10.30,12,3,1,2.54E+04,0.00E+00,0.00E+00,2.68E+05,0.00E+00,0.00E+00,1.48E+05,4.42E+05,6.25E-01,0.00E+00,3.03E+05,1.91E+03,0.00E+00,0.00E+00,1.37E+05,4.42E+05,0.89,,-6.69E+01,-1.51E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.48E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.37E+05
10.40,12,4,1,2.24E+04,0.00E+00,0.00E+00,2.70E+05,0.00E+00,0.00E+00,1.50E+05,4.43E+05,3.75E-01,0.00E+00,3.03E+05,1.90E+03,0.00E+00,0.00E+00,1.38E+05,4.43E+05,0.89,,-6.31E+01,-1.43E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.50E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.38E+05
10.50,12,5,1,1.99E+04,0.00E+00,0.00E+00,2.72E+05,0.00E+00,0.00E+00,1.51E+05,4.44E+05,5.00E-01,0.00E+00,3.03E+05,1.90E+03,0.00E+00,0.00E+00,1.39E+05,4.44E+05,0.90,,-6.42E+01,-1.45E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.51E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.39E+05
10.60,12,6,1,1.78E+04,0.00E+00,0.00E+00,2.74E+05,0.00E+00,0.00E+00,1.53E+05,4.44E+05,2.50E-01,0.00E+00,3.03E+05,1.89E+03,0.00E+00,0.00E+00,1.40E+05,4.44E+05,0.90,,-5.61E+01,-1.26E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.53E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.40E+05
10.70,12,7,1,1.61E+04,0.00E+00,0.00E+00,2.76E+05,0.00E+00,0.00E+00,1.53E+05,4.45E+05,6.25E-01,0.00E+00,3.03E+05,1.89E+03,0.00E+00,0.00E+00,1.40E+05,4.45E+05,0.91,,-5.22E+01,-1.17E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.53E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.40E+05
10.80,12,8,1,1.46E+04,0.00E+00,0.00E+00,2.77E+05,0.00E+00,0.00E+00,1.54E+05,4.46E+05,5.00E-01,0.00E+00,3.03E+05,1.88E+03,0.00E+00,0.00E+00,1.41E+05,4.46E+05,0.91,,-5.35E+01,-1.20E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.54E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.41E+05
10.90,12,9,1,1.33E+04,0.00E+00,0.00E+00,2.78E+05,0.00E+00,0.00E+00,1.55E+05,4.46E+05,3.75E-01,0.00E+00,3.03E+05,1.88E+03,0.00E+00,0.00E+00,1.41E+05,4.46E+05,0.92,,-5.82E+01,-1.30E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.55E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.41E+05
11.00,12,10,1,1.22E+04,0.00E+00,0.00E+00,2.79E+05,0.00E+00,0.00E+00,1.56E+05,4.47E+05,8.75E-01,0.00E+00,3.03E+05,1.87E+03,0.00E+00,0.00E+00,1.42E+05,4.47E+05,0.92,,-6.13E+01,-1.37E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.56E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.42E+05
11.10,13,1,1,2.10E+02,0.00E+00,0.00E+00,2.75E+05,0.00E+00,0.00E+00,1.48E+05,4.24E+05,1.34E+04,0.00E+00,2.67E+05,1.88E+03,0.00E+00,0.00E+00,1.41E+05,4.24E+05,1.03,,-6.41E+01,-1.51E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.48E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.41E+05
11.20,13,2,1,6.49E+01,0.00E+00,0.00E+00,2.74E+05,0.00E+00,0.00E+00,1.46E+05,4.20E+05,1.04E+04,0.00E+00,2.67E+05,1.88E+03,0.00E+00,0.00E+00,1.41E+05,4.20E+05,1.03,,-5.90E+01,-1.40E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.46E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.41E+05
11.30,13,3,1,1.83E+01,0.00E+00,0.00E+00,2.74E+05,0.00E+00,0.00E+00,1.44E+05,4.18E+05,8.23E+03,0.00E+00,2.67E+05,1.88E+03,0.00E+00,0.00E+00,1.40E+05,4.18E+05,1.02,,-6.12E+01,-1.47E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.44E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.40E+05
